Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","2","Afghanistan","27","Bulgaria","5610","Import Quantity","268","Oil, sunflower","2016","2016","tonnes","64","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","27","Bulgaria","5610","Import Quantity","339","Oilseeds nes","2017","2017","tonnes","48","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","27","Bulgaria","5610","Import Quantity","267","Sunflower seed","2016","2016","tonnes","64","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","27","Bulgaria","5610","Import Quantity","267","Sunflower seed","2017","2017","tonnes","182","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","233","Burkina Faso","5910","Export Quantity","16","Flour, wheat","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","35","Cabo Verde","5910","Export Quantity","521","Pears","2015","2015","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","32","Cameroon","5910","Export Quantity","561","Raisins","2014","2014","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","231","Almonds shelled","2014","2014","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","231","Almonds shelled","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","231","Almonds shelled","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","231","Almonds shelled","2017","2017","tonnes","5","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","221","Almonds, with shell","2009","2009","tonnes","0","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","221","Almonds, with shell","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","711","Anise, badian, fennel, coriander","2010","2010","tonnes","0","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","711","Anise, badian, fennel, coriander","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","711","Anise, badian, fennel, coriander","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","515","Apples","2009","2009","tonnes","25","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","526","Apricots","2010","2010","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","526","Apricots","2014","2014","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","526","Apricots","2016","2016","tonnes","4","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","527","Apricots, dry","2009","2009","tonnes","8","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","527","Apricots, dry","2010","2010","tonnes","12","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","527","Apricots, dry","2011","2011","tonnes","9","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","527","Apricots, dry","2014","2014","tonnes","11","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","527","Apricots, dry","2015","2015","tonnes","42","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","527","Apricots, dry","2016","2016","tonnes","36","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","527","Apricots, dry","2017","2017","tonnes","45","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1039","Bacon and ham","2014","2014","tonnes","24","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","486","Bananas","2015","2015","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","176","Beans, dry","2017","2017","tonnes","24","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","633","Beverages, non alcoholic","2010","2010","tonnes","186","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","633","Beverages, non alcoholic","2011","2011","tonnes","1292","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","633","Beverages, non alcoholic","2014","2014","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","633","Beverages, non alcoholic","2014","2014","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","191","Chick peas","2014","2014","tonnes","9","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","191","Chick peas","2015","2015","tonnes","5","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","191","Chick peas","2016","2016","tonnes","17","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","191","Chick peas","2017","2017","tonnes","3","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","689","Chillies and peppers, dry","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","666","Chocolate products nes","2014","2014","tonnes","0","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","666","Chocolate products nes","2016","2016","tonnes","0","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","666","Chocolate products nes","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","657","Coffee, roasted","2015","2015","tonnes","0","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","657","Coffee, roasted","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","1293","Crude materials","2010","2010","tonnes","0","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","577","Dates","2014","2014","tonnes","9","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","577","Dates","2015","2015","tonnes","2","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","577","Dates","2016","2016","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","577","Dates","2017","2017","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","1276","Fatty acids","2014","2014","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","570","Figs dried","2010","2010","tonnes","1","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","570","Figs dried","2011","2011","tonnes","2","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","570","Figs dried","2014","2014","tonnes","3","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","570","Figs dried","2015","2015","tonnes","16","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","570","Figs dried","2016","2016","tonnes","29","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","570","Figs dried","2017","2017","tonnes","21","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1232","Food prep nes","2010","2010","tonnes","11","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1232","Food prep nes","2011","2011","tonnes","28","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","1232","Food prep nes","2014","2014","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","1232","Food prep nes","2015","2015","tonnes","4","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","1232","Food prep nes","2016","2016","tonnes","14","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","1232","Food prep nes","2017","2017","tonnes","3","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","651","Forage products","2010","2010","tonnes","4","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","620","Fruit, dried nes","2009","2009","tonnes","29","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","620","Fruit, dried nes","2010","2010","tonnes","31","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","620","Fruit, dried nes","2011","2011","tonnes","54","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","620","Fruit, dried nes","2014","2014","tonnes","27","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","620","Fruit, dried nes","2015","2015","tonnes","37","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","620","Fruit, dried nes","2016","2016","tonnes","87","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","620","Fruit, dried nes","2017","2017","tonnes","71","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","619","Fruit, fresh nes","2010","2010","tonnes","14","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","619","Fruit, fresh nes","2017","2017","tonnes","3","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","623","Fruit, prepared nes","2014","2014","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","623","Fruit, prepared nes","2015","2015","tonnes","0","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","623","Fruit, prepared nes","2016","2016","tonnes","2","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","623","Fruit, prepared nes","2017","2017","tonnes","6","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","920","Hides, cattle, wet salted","2011","2011","tonnes","1","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","622","Juice, fruit nes","2014","2014","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","622","Juice, fruit nes","2015","2015","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","622","Juice, fruit nes","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","498","Juice, lemon, single strength","2014","2014","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","498","Juice, lemon, single strength","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","780","Jute","2010","2010","tonnes","43","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1043","Lard","2014","2014","tonnes","4","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","497","Lemons and limes","2014","2014","tonnes","0","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","497","Lemons and limes","2015","2015","tonnes","0","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","497","Lemons and limes","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","497","Lemons and limes","2017","2017","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","201","Lentils","2016","2016","tonnes","125","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","18","Macaroni","2014","2014","tonnes","2","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","18","Macaroni","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","18","Macaroni","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","18","Macaroni","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","867","Meat, cattle","2011","2011","tonnes","106","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1058","Meat, chicken","2010","2010","tonnes","298","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1058","Meat, chicken","2011","2011","tonnes","226","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1058","Meat, chicken","2015","2015","tonnes","50","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1058","Meat, chicken","2016","2016","tonnes","50","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1041","Meat, pig sausages","2017","2017","tonnes","28","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1038","Meat, pork","2014","2014","tonnes","5","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1080","Meat, turkey","2014","2014","tonnes","3","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","568","Melons, other (inc.cantaloupes)","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","898","Milk, skimmed dried","2010","2010","tonnes","163","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","898","Milk, skimmed dried","2017","2017","tonnes","75","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","894","Milk, whole evaporated","2011","2011","tonnes","12","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","114","Mixes and doughs","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","165","Molasses","2014","2014","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","234","Nuts nes","2009","2009","tonnes","1","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","234","Nuts nes","2010","2010","tonnes","2","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","234","Nuts nes","2011","2011","tonnes","19","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","234","Nuts nes","2014","2014","tonnes","4","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","234","Nuts nes","2015","2015","tonnes","7","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","234","Nuts nes","2016","2016","tonnes","5","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","234","Nuts nes","2017","2017","tonnes","4","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","235","Nuts, prepared (exc. groundnuts)","2014","2014","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","235","Nuts, prepared (exc. groundnuts)","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","235","Nuts, prepared (exc. groundnuts)","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","235","Nuts, prepared (exc. groundnuts)","2017","2017","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","868","Offals, edible, cattle","2014","2014","tonnes","2","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","1036","Offals, pigs, edible","2014","2014","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","753","Oil, essential nes","2014","2014","tonnes","0","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","753","Oil, essential nes","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","753","Oil, essential nes","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","340","Oil, vegetable origin nes","2014","2014","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","340","Oil, vegetable origin nes","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","22","Pastry","2016","2016","tonnes","9","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","22","Pastry","2016","2016","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","22","Pastry","2017","2017","tonnes","4","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","223","Pistachios","2010","2010","tonnes","0","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","223","Pistachios","2014","2014","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","223","Pistachios","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","223","Pistachios","2017","2017","tonnes","10","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","536","Plums and sloes","2017","2017","tonnes","18","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","537","Plums dried (prunes)","2009","2009","tonnes","2","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","537","Plums dried (prunes)","2010","2010","tonnes","1","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","537","Plums dried (prunes)","2011","2011","tonnes","2","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","537","Plums dried (prunes)","2014","2014","tonnes","5","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","537","Plums dried (prunes)","2015","2015","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","537","Plums dried (prunes)","2016","2016","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","537","Plums dried (prunes)","2017","2017","tonnes","3","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","118","Potatoes, frozen","2014","2014","tonnes","3","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","118","Potatoes, frozen","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","561","Raisins","2009","2009","tonnes","38","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","561","Raisins","2010","2010","tonnes","146","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","561","Raisins","2011","2011","tonnes","57","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","561","Raisins","2014","2014","tonnes","100","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","561","Raisins","2015","2015","tonnes","157","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","561","Raisins","2016","2016","tonnes","133","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","561","Raisins","2017","2017","tonnes","207","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2014","2014","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2015","2015","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","31","Rice, milled","2014","2014","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","31","Rice, milled","2015","2015","tonnes","1","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","289","Sesame seed","2010","2010","tonnes","1","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","289","Sesame seed","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","997","Skins, sheep, dry salted","2009","2009","tonnes","0","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","997","Skins, sheep, dry salted","2011","2011","tonnes","8","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","236","Soybeans","2015","2015","tonnes","206","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","236","Soybeans","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","723","Spices nes","2014","2014","tonnes","2","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","723","Spices nes","2015","2015","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","723","Spices nes","2016","2016","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","723","Spices nes","2017","2017","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","168","Sugar confectionery","2014","2014","tonnes","11","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","168","Sugar confectionery","2015","2015","tonnes","6","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","168","Sugar confectionery","2016","2016","tonnes","9","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","168","Sugar confectionery","2017","2017","tonnes","9","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","164","Sugar refined","2010","2010","tonnes","215","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","164","Sugar refined","2011","2011","tonnes","4","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","447","Sweet corn frozen","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","122","Sweet potatoes","2015","2015","tonnes","0","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","667","Tea","2010","2010","tonnes","53","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","667","Tea","2014","2014","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","831","Tobacco products nes","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","471","Vegetables in vinegar","2014","2014","tonnes","3","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","469","Vegetables, dehydrated","2014","2014","tonnes","1","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","469","Vegetables, dehydrated","2015","2015","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","469","Vegetables, dehydrated","2016","2016","tonnes","5","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","460","Vegetables, fresh or dried products nes","2014","2014","tonnes","2","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","460","Vegetables, fresh or dried products nes","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","460","Vegetables, fresh or dried products nes","2016","2016","tonnes","2","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","460","Vegetables, fresh or dried products nes","2017","2017","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5610","Import Quantity","473","Vegetables, frozen","2014","2014","tonnes","5","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","473","Vegetables, frozen","2009","2009","tonnes","1","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","472","Vegetables, preserved nes","2014","2014","tonnes","2","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","2","Afghanistan","33","Canada","5910","Export Quantity","472","Vegetables, preserved nes","2015","2015","tonnes","6","R","Estimated data using trading partners database"
